Title,
Elapsed,213
DATA,3860,5086,6234,7314,7256,6264,4940,3830,2637,2023,1649,1435,1322,1303,1262,1307,1324,1298,1306,1367,1432,1327,1299,1332,1312,1215,1213,1103,1134,1139,1133,1130,1152,1147,1165,1291,1183,1183,1259,1240,1292,1274,1362,1355,1325,1475,1377,1396,1577,1623,1762,1944,2042,2225,2268,2394,2446,2529,2634,2800,2936,3224,3523,4073,4618,5575,6293,6974,7583,8500,9124,9597,9929,9893,9746,9553,9186,8835,8372,7730,7308,6856,6387,6091,5864,5696,5635,5426,5196,5150,4973,4820,4498,4332,4035,3698,3398,3125,2910,2768,2593,2561,2486,2439,2386,2455,2312,2380,2246,2206,2153,2015,1915,1841,1675,1599,1436,1403,1336,1271,1227,1127,1203,1074,1142,1145,1108,1132,1203,1276,1373,1437,1451,1501,1585,1651,1700,1729,1770,1807,1808,1724,1814,1760,1775,1654,1723,1589,1502,1537,1471,1407,1388,1397,1389,1312,1333,1317,1278,1263,1239,1341,1326,1332,1402,1385,1451,1350,1396,1488,1445,1420,1453,1406,1546,1556,1551,1635,1712,1672,1854,1931,2061,2234,2433,2536,2788,3142,3265,3761,3834,4185,4384,4499,4714,5005,5135,5308,5381,5241,5178,4957,5052,4737,4484,4370,4054,3712,3625,3126,2914,2710,2452,2226,1952,1718,1566,1293,1278,1064,956,837,768,744,677,621,630,497,507,491,475,438,501,482,427,389,408,425,452,406,405,372,394,381,371,370,369,356,368,367,291,341,351,311,340,357,353,325,298,341,341,313,324,319,313,307,293,288,329,304,337,326,338,327,327,343,330,293,286,297,287,303,272,296,280,326,269,279,283,241,281,254,268,247,237,210,255,216,184,208,206,195,210,185,210,197,188,170,189,173,186,156,197,187,159,179,159,171,167,177,160,189,189,203,175,194,167,165,184,159,174,158,190,185,188,199,217,178,185,198,180,201,210,184,190,214,210,249,241,281,282,268,312,298,351,359,434,434,466,473,510,599,656,692,724,781,896,937,1015,1054,1152,1180,1280,1394,1408,1447,1603,1605,1628,1729,1803,1836,1920,1916,1989,2030,2045,2042,2030,2075,2147,2056,2086,2079,2079,1991,2057,1923,1852,1836,1825,1782,1601,1517,1425,1419,1282,1279,1197,1099,1020,967,869,800,717,691,644,512,529,488,391,370,365,321,273,275,245,203,186,173,134,144,139,120,124,118,90,88,85,89,64,84,75,75,80,65,81,66,79,68,68,73,58,77,57,57,87,62,62,75,71,63,67,71,66,73,55,70,66,62,74,70,72,72,46,82,68,84,82,69,60,69,90,76,67,86,85,75,76,74,97,78,86,82,94,97,107,78,80,103,84,99,111,93,99,88,114,103,123,105,98,106,99,103,112,108,122,108,112,114,88,113,88,103,107,107,131,88,103,112,82,86,87,90,68,70,74,58,84,56,67,51,63,47,53,60,58,43,47,59,49,44,35,40,37,44,33,43,33,39,30,37,26,44,31,40,40,35,39,26,36,27,25,33,33,28,29,31,29,25,19,44,32,21,24,23,21,29,35,31,31,32,24,29,25,22,24,14,26,27,26,23,27,25,22,22,20,24,27,21,15,24,32,19,30,21,21,12,25,16,25,24,29,19,19,22,19,19,20,19,14,14,29,22,27,22,20,20,20,25,27,17,20,20,20,19,22,16,11,23,16,20,32,18,18,20,27,24,16,21,17,26,13,15,16,21,20,15,22,14,18,21,24,19,20,18,29,17,16,11,14,20,26,17,17,25,17,10,20,12,17,16,15,16,22,14,21,27,15,19,13,19,19,19,12,13,11,16,24,15,27,18,14,12,17,16,25,15,15,21,18,14,18,11,21,16,19,17,12,17,25,14,13,21,10,14,10,15,14,17,24,18,8,14,17,16,7,11,7,18,11,14,17,16,12,6,10,11,18,15,10,11,16,12,13,9,19,7,9,14,13,10,18,13,15,14,15,15,9,10,16,14,14,10,8,15,14,12,16,15,13,14,15,11,12,13,10,11,15,11,18,7,5,13,18,11,9,12,11,10,15,14,10,8,9,19,14,11,18,9,13,16,8,19,13,20,17,15,18,16,18,17,13,12,16,9,17,15,12,14,14,11,23,10,20,11,14,15,15,9,20,14,8,14,9,13,11,10,12,13,20,19,16,13,15,16,18,13,16,18,22,20,16,23,26,17,20,20,19,18,13,22,16,27,15,23,15,18,18,11,15,13,21,18,18,22,18,22,19,17,25,13,17,13,12,11,13,12,12,18,13,18,13,15,11,14,12,16,16,17,10,10,14,17,13,16,11,11,19,18,11,19,12,10,7,17,13,19,14,15,13,10,13,14,15,13,15,13,9,10,13,19,13,7,11,12,11,10,17,18,12,16,11,14,23,12,16,14,18,21,17,23,20,11,19,10,18,11,20,10,16,10,13,24,14,10,11,23,17,14,12,11,11,15,23,16,10,8,13,17,12,17,12,13,16,18,13,10,14,12,13,16,20,8,16,24,20,16,8,16,16,12,0,0
