Title,I-131m
Elapsed,1158
DATA,26828,28390,30616,32577,34572,35214,35367,35794,35829,36045,36908,39079,43761,51809,68015,97244,141998,200070,263025,311580,330976,314832,273872,220477,166966,121426,88483,65041,49356,40061,34704,31622,30516,29921,29423,29438,29478,29472,29789,29597,29608,29158,29783,29480,29294,29000,29114,29529,29544,29608,30153,30279,30428,30671,30466,30490,30424,30328,30551,31037,31290,32198,33044,34664,36103,38770,41859,44786,48160,51306,54088,55737,56685,55470,53795,50272,46889,42680,38648,34739,31632,29359,27465,26059,24935,24253,24387,23803,23429,23538,23381,23337,23632,23403,23557,23681,23938,23634,24155,23827,24001,24220,24165,24103,23979,24021,23675,23763,23502,23377,23148,23138,22854,22640,22719,22694,22206,22628,22330,22324,22920,22419,23052,23156,23656,24006,24340,24858,25496,26298,27107,28026,29098,30031,31065,32574,33405,34245,35415,36299,37038,37868,38167,38267,38350,38512,38802,38373,37742,36963,36363,35676,35099,33770,33001,32255,31463,30614,29680,28936,27602,27207,26086,25593,24975,24280,23391,22938,22233,21596,20877,20200,20247,19523,18912,18872,18128,17652,17271,16983,16642,16385,16085,15584,15543,15081,14822,14561,14182,13986,13678,13488,13073,12849,13039,12636,12594,12249,12040,11967,11759,11710,11527,11470,11355,11176,11327,10934,11029,10658,10814,10526,10370,10520,10462,10283,10056,9902,10003,9828,9506,9538,9881,9776,9526,9484,9426,9316,9382,9361,9375,9417,9375,9717,9498,9797,9892,10297,10304,10411,10739,11008,11331,11631,11806,12125,12376,12698,12846,12938,13383,13594,13787,14009,14065,14166,14161,14237,14278,14055,14271,14407,14395,14497,14373,14527,14543,14424,14611,14758,14851,15182,15459,15913,16097,16234,16854,17158,17252,18020,18508,18694,19347,19459,20315,20641,21295,22067,22963,23563,24261,25450,26848,28679,30114,32010,34666,37110,40176,43710,47309,51039,55208,60311,65012,70571,76101,82239,88585,94456,100863,107708,114129,120502,127745,133095,138628,144618,149843,154971,158386,162769,164402,167586,169002,169788,170027,169377,167217,165187,162883,159973,155382,150923,145139,139355,133657,126856,121373,114312,106371,99141,92374,85993,79008,72154,65738,60656,53767,48605,43517,39227,34529,30541,26780,23710,20990,18033,15914,13959,12136,10724,9238,8010,7084,6348,5605,5050,4577,4034,3635,3423,3230,2950,2804,2751,2550,2447,2392,2301,2246,2139,2163,2102,2063,1960,1987,1888,1862,1877,1954,1839,1857,1771,1747,1704,1781,1706,1694,1677,1709,1605,1625,1637,1580,1577,1521,1570,1563,1597,1495,1440,1544,1474,1559,1510,1526,1477,1489,1463,1455,1525,1414,1472,1493,1485,1508,1511,1520,1524,1508,1603,1515,1598,1637,1540,1610,1615,1652,1573,1536,1594,1634,1631,1595,1668,1647,1632,1601,1603,1541,1626,1633,1531,1566,1499,1515,1456,1404,1430,1372,1395,1368,1308,1326,1216,1232,1196,1140,1159,1166,1089,1089,1075,957,1031,973,944,955,917,952,854,859,866,849,858,828,809,795,809,818,822,788,831,817,777,824,905,782,857,865,909,951,949,965,1038,1061,1109,1165,1164,1195,1310,1333,1380,1572,1509,1659,1659,1832,1884,1995,2101,2166,2263,2455,2477,2564,2807,2852,2919,3154,3153,3365,3393,3514,3761,3824,3962,3938,4255,4235,4289,4469,4376,4622,4762,4655,4714,4636,4664,4755,4775,4858,4772,4675,4783,4593,4598,4539,4407,4292,4114,4164,4016,3924,3872,3721,3558,3397,3360,3204,3158,3055,2865,2741,2652,2557,2437,2364,2245,2176,2045,1993,1897,1796,1738,1709,1638,1582,1458,1390,1435,1403,1397,1283,1257,1286,1227,1261,1181,1328,1331,1233,1270,1302,1281,1251,1345,1263,1306,1301,1305,1270,1414,1307,1395,1353,1421,1347,1388,1320,1356,1282,1330,1301,1393,1294,1254,1254,1283,1258,1263,1237,1235,1206,1114,1176,1124,1047,1062,1042,995,992,962,888,918,845,857,765,807,667,710,676,649,601,590,559,521,465,467,494,454,405,438,382,360,326,316,301,261,246,241,215,196,203,188,153,175,149,168,124,143,122,95,92,102,79,83,80,68,63,85,54,87,70,53,69,50,62,70,56,52,37,44,39,46,58,56,56,60,50,48,42,53,64,54,45,41,45,37,34,47,50,39,46,34,39,49,46,51,32,41,44,35,43,37,35,44,42,34,43,36,23,34,48,31,44,37,32,28,38,36,39,32,33,26,34,31,37,36,39,36,31,36,37,31,42,33,36,22,35,31,36,31,30,31,41,44,32,41,31,34,36,38,26,33,29,30,29,38,35,36,24,41,23,30,34,27,33,32,28,26,33,26,30,34,29,38,40,34,31,36,32,29,28,30,44,27,37,40,33,25,24,18,25,30,31,31,25,32,23,31,27,31,26,34,29,33,26,30,32,41,24,29,40,41,32,38,37,36,45,34,38,37,44,35,41,44,36,30,43,35,37,38,36,41,29,34,34,27,27,21,28,34,26,35,31,19,27,32,25,29,23,16,29,21,20,24,27,28,25,15,19,19,16,19,17,17,16,20,23,14,18,13,16,20,10,19,18,14,17,21,13,12,10,14,19,19,17,16,8,10,14,10,13,11,11,11,4,14,13,6,6,11,11,7,9,10,7,11,11,11,10,13,7,8,4,11,4,6,10,2,6,8,6,6,7,8,7,5,7,7,2,2,1,1,8,0,1,5,6,2,2,6,7,6,4,4,7,10,6,7,4,5,6,3,4,5,7,5,5,4,1,5,7,6,7,4,3,4,4,6,3,8,5,5,5,5,6,3,1,6,4,3,5,3,5,10,5,2,4,8,0,0
