Title,Ac-225
Elapsed,978
DATA,13406,18053,24668,30948,33165,29742,22994,16680,11101,7581,5799,4654,4178,4157,4095,4069,3943,4162,4072,4090,4047,4052,4101,4000,3877,3842,3714,3546,3524,3512,3385,3444,3474,3471,3475,3503,3788,3752,3831,3972,3971,3782,3830,3844,3847,4019,4075,4146,4525,4919,5259,5667,6154,6274,6516,6480,6648,6565,6974,7614,8664,9707,11719,13869,16338,18670,21244,23798,25826,27275,27816,28571,28307,27346,26186,25148,23498,22111,20517,19292,18543,17700,17006,16560,16280,16148,15615,15191,14562,13885,13183,11935,10741,9942,9271,8396,8010,7470,7307,7176,7081,7101,6965,7060,6986,6868,6657,6191,5971,5594,5042,4755,4505,4116,3994,3581,3386,3249,3161,3029,2998,2964,3062,3136,3012,3253,3433,3653,3776,3922,4059,4353,4522,4699,4622,4733,4847,4837,4882,4721,4717,4584,4455,4270,4237,3971,3852,3911,3812,3666,3509,3639,3468,3429,3503,3372,3411,3375,3385,3433,3461,3673,3685,3579,3571,3622,3682,3750,3690,3749,3840,3811,3725,3868,3985,4098,4205,4492,4781,5297,5631,6414,7010,7630,8427,9392,9888,10803,11633,12276,12758,13293,13644,14016,13893,13850,13718,13498,12810,12433,12013,11229,10559,9991,9353,8434,7851,7054,6418,5894,5291,4716,4213,3761,3417,3166,2907,2642,2386,2309,2084,1942,1888,1766,1761,1598,1624,1503,1529,1468,1439,1457,1402,1311,1403,1332,1269,1295,1225,1254,1213,1245,1213,1217,1179,1117,1150,1153,1093,1143,1157,1068,1142,1113,1102,1165,1099,1136,1026,1052,1123,1081,1124,1062,1100,1077,1003,1053,1036,1031,1007,1035,1027,1024,992,969,988,943,1004,887,961,908,898,902,894,849,897,800,828,763,853,771,765,788,756,694,744,709,727,713,637,717,692,686,710,664,676,671,666,656,691,625,643,706,622,692,647,646,669,645,645,695,645,657,674,671,642,671,686,658,665,696,642,657,697,658,691,656,695,656,734,753,754,707,803,804,792,841,835,899,955,1053,1056,1185,1274,1354,1493,1543,1698,1862,1979,2078,2241,2522,2665,2731,3017,3192,3285,3534,3676,3829,3952,4209,4316,4546,4683,4829,4926,5051,5121,5269,5351,5260,5323,5245,5495,5447,5223,5203,4974,5179,4947,4920,4668,4449,4291,4142,4107,3888,3672,3623,3376,3225,3003,2908,2587,2537,2309,2223,2024,1930,1832,1742,1584,1505,1368,1326,1103,1113,1005,968,861,831,778,711,776,646,637,591,538,487,502,493,511,467,476,400,430,418,368,370,402,375,384,380,390,387,354,375,361,331,350,392,369,341,356,373,360,341,325,363,350,321,313,354,353,353,364,333,331,332,374,319,307,351,366,391,378,362,331,370,345,330,352,317,406,355,339,356,339,358,332,372,350,391,349,400,399,362,404,366,401,353,378,398,373,408,379,374,403,368,337,389,368,354,361,362,368,352,349,352,331,357,355,317,343,322,290,290,308,326,279,292,283,296,264,285,261,248,231,250,252,234,263,249,248,242,222,186,234,226,210,206,204,213,176,206,220,218,163,202,207,199,228,197,190,201,191,173,186,161,172,175,164,163,162,173,183,158,174,178,160,156,166,169,184,164,168,175,158,148,161,165,173,169,156,153,168,141,162,154,130,129,146,141,159,128,136,147,132,147,148,141,118,123,119,107,124,133,125,125,113,124,118,114,119,130,111,134,136,110,110,111,115,113,105,115,107,120,112,129,113,89,105,116,97,111,104,96,97,121,102,102,97,91,115,91,80,89,95,91,94,90,86,77,98,95,83,91,94,106,97,86,90,82,94,91,83,87,79,88,64,76,68,83,76,67,78,95,64,65,86,60,77,67,67,76,78,62,72,69,75,82,74,80,61,68,75,86,75,69,75,51,66,58,62,54,56,52,51,46,61,58,54,51,66,61,50,70,50,60,55,59,61,57,45,55,67,52,52,61,55,43,52,46,56,48,62,65,45,59,52,48,50,46,62,52,45,49,68,49,42,41,40,41,44,42,51,38,45,46,38,40,62,40,43,45,52,31,44,51,43,58,48,49,41,45,55,40,55,52,39,42,36,42,56,43,40,45,35,40,43,36,44,41,45,44,42,39,46,48,31,40,40,34,45,40,39,34,32,52,27,44,43,34,42,42,44,43,44,42,38,54,34,45,45,37,37,37,34,38,40,35,29,54,43,35,60,42,41,30,41,53,49,39,45,46,42,37,37,38,52,47,51,56,45,46,45,48,46,51,46,56,37,59,60,48,43,44,34,46,52,42,47,63,61,61,51,51,38,50,45,48,50,52,42,52,53,45,32,49,53,39,43,57,35,50,44,55,39,61,29,41,46,40,51,38,46,44,45,30,41,40,51,30,33,29,38,49,38,30,34,38,39,38,27,46,39,39,28,28,43,31,39,29,36,44,32,31,35,31,40,29,42,39,37,29,31,25,42,49,34,28,34,29,34,43,34,37,36,43,44,31,42,49,36,34,34,39,38,44,44,44,44,40,42,32,42,37,43,33,45,44,35,40,37,36,37,41,33,47,38,39,44,45,36,46,50,41,45,44,43,48,51,44,34,42,38,43,39,46,9,0
