Title,I-129
Elapsed,116
ROI,1,7,42,21.27,"I-129",39.50,26327,25913,7.52,35.35
DATA,72,52,35,21,19,18,17,28,19,30,33,48,79,157,310,607,1151,1856,2862,3966,4935,5447,5204,4781,3880,3014,2355,1684,1197,996,857,814,632,545,445,394,210,173,86,54,27,21,9,3,1,2,1,2,5,8,1,6,3,2,5,6,3,3,4,3,6,5,1,4,6,9,3,4,5,8,3,7,3,4,2,7,1,4,3,3,5,2,1,8,5,3,5,2,6,5,2,5,1,4,3,4,3,3,5,3,7,4,2,5,4,1,6,2,3,1,3,5,2,5,5,4,0,6,5,1,6,2,2,4,4,6,3,6,2,4,3,3,4,3,5,4,6,3,2,4,6,5,4,8,4,3,6,4,1,4,6,3,3,3,1,3,2,1,1,9,5,1,3,2,6,4,3,5,5,1,8,3,6,4,3,1,3,5,6,0,2,6,5,3,3,7,3,2,1,2,4,6,2,4,4,1,3,3,2,1,3,0,4,3,7,2,3,3,1,3,5,2,0,1,5,4,3,2,5,1,1,5,2,2,4,1,1,3,3,0,3,3,2,7,2,1,2,2,1,1,2,1,2,2,2,1,4,1,5,4,1,3,2,2,2,2,3,2,3,2,3,1,1,0,0,0,2,1,1,3,1,1,1,1,2,3,3,1,3,1,1,3,3,2,1,2,1,0,1,3,2,2,2,0,3,1,5,0,2,0,3,2,3,2,1,3,1,3,0,1,2,1,1,0,1,2,2,2,1,1,2,0,3,2,0,3,3,4,1,0,0,4,0,1,1,0,4,3,2,1,0,0,5,2,3,1,1,0,0,0,1,2,0,3,1,2,1,2,0,3,2,3,1,1,1,2,0,2,0,1,3,2,4,2,1,1,0,0,0,2,2,1,0,1,3,2,2,2,0,0,0,0,2,0,1,0,1,0,0,1,0,1,1,3,1,1,0,1,1,0,1,0,2,0,0,1,4,3,2,2,2,1,1,1,3,1,1,0,0,0,0,1,0,1,0,0,3,0,1,4,2,1,3,1,3,0,0,1,1,4,0,2,0,0,1,2,1,0,2,1,0,0,0,1,0,2,1,0,1,2,0,1,1,0,2,1,3,0,0,1,1,2,2,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,1,1,1,0,1,0,2,3,0,0,0,0,1,0,1,0,1,0,3,0,2,1,0,2,0,1,0,0,1,1,2,1,0,2,0,0,1,1,1,0,0,1,0,1,0,2,0,1,2,0,1,0,2,0,1,0,0,1,1,3,1,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,2,0,0,3,2,3,0,1,1,2,0,2,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2,0,0,2,0,0,0,1,0,0,2,0,1,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,3,1,0,1,1,0,2,1,0,2,0,0,0,0,1,0,0,1,1,3,1,1,0,2,1,0,2,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,1,0,3,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,3,0,2,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,2,2,1,0,0,0,1,1,1,1,0,1,2,0,2,1,0,0,0,0,0,2,0,3,0,1,1,2,0,1,0,1,0,0,1,1,0,1,0,0,0,0,2,0,3,0,1,0,1,0,2,1,0,0,0,1,1,1,0,2,0,1,1,0,0,3,0,1,2,0,1,0,0,1,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,3,0,1,2,3,0,0,1,1,0,1,2,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,2,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,0,0,1,0,0,0,0,1,0,0
