Title,Sm-153
Elapsed,1179
DATA,6531,6678,6964,7075,6769,6101,5194,4164,3658,3351,3140,2934,2737,2623,2579,2518,2599,2942,3134,3452,3872,4437,5441,6656,8845,12124,17319,24486,33669,44996,57139,68091,77637,83217,84874,82842,77074,68963,59925,50492,42656,34888,29255,24203,19988,16033,12827,10406,8160,6475,5520,4597,4109,3791,3366,3428,3258,3141,3128,3181,3128,3370,3507,3650,4190,4427,4976,5848,6706,7624,8937,10511,12095,13922,15863,17670,19405,20932,22160,23485,24244,24095,23776,23281,21669,20310,18650,16719,14841,13033,11496,10041,9418,8895,8598,8608,8999,9441,9853,10504,11132,11720,12001,12662,13541,14782,16160,17782,20524,23713,27594,32128,36542,41814,46095,50589,53590,56574,58126,57767,57053,54619,50679,46553,42455,37006,32394,27358,23106,19148,15734,12867,10561,8768,7360,6235,5484,4963,4408,4256,4116,3994,3985,4097,4259,4645,4973,5436,6102,6807,7572,8479,9687,10689,11900,13241,14129,15453,16400,17328,17523,17811,17809,17940,17597,16517,15859,14686,13787,12514,11438,10317,9177,8108,7115,6206,5580,4910,4327,3874,3539,3291,3089,2911,2783,2586,2574,2575,2439,2546,2410,2384,2384,2515,2453,2521,2507,2380,2481,2512,2481,2476,2506,2393,2620,2547,2469,2576,2480,2522,2416,2462,2443,2501,2438,2433,2528,2521,2572,2612,2557,2612,2577,2613,2671,2819,2793,2851,2885,2986,2922,2951,2917,3024,2985,3100,2985,3039,3074,3002,3009,2981,2926,2947,2851,2879,2798,2784,2791,2778,2714,2682,2677,2511,2544,2437,2543,2451,2557,2423,2438,2508,2550,2516,2659,2670,2674,2734,2784,2734,2749,2841,2824,2992,3077,2946,2968,3132,3049,3061,3060,2960,3052,3032,2986,3044,3022,2776,2913,2932,2991,2835,2943,2916,2927,2994,2918,3045,3041,3007,3381,3300,3363,3558,3587,3677,3812,4075,4068,4264,4608,4639,4858,4918,5007,5123,5422,5596,5651,5743,5936,5987,6004,6057,5904,5901,5970,6043,5921,5872,5749,5736,5660,5546,5399,5211,5139,5049,4923,4727,4657,4361,4142,4163,4087,4038,3803,3829,3780,3629,3590,3428,3506,3344,3329,3278,3187,3259,3142,3137,3165,3005,3041,3045,3030,2947,2868,2892,2824,2735,2779,2606,2624,2616,2536,2451,2491,2398,2347,2386,2457,2342,2324,2308,2271,2282,2280,2234,2205,2254,2271,2321,2317,2285,2206,2281,2288,2315,2248,2241,2218,2251,2184,2152,2212,2143,2096,2048,2088,2080,1972,2032,1913,1857,1914,1902,1806,1789,1767,1775,1731,1683,1751,1715,1704,1636,1648,1627,1682,1599,1675,1674,1639,1716,1593,1552,1581,1537,1594,1600,1536,1572,1613,1543,1625,1651,1517,1571,1593,1467,1487,1592,1483,1586,1522,1545,1445,1564,1470,1499,1603,1472,1437,1540,1521,1475,1431,1550,1494,1497,1471,1468,1491,1429,1490,1511,1442,1373,1440,1441,1452,1432,1440,1500,1392,1470,1416,1451,1383,1395,1488,1391,1408,1415,1437,1409,1368,1451,1331,1398,1364,1405,1372,1355,1399,1257,1390,1438,1383,1408,1474,1452,1367,1350,1372,1333,1476,1454,1423,1433,1364,1387,1342,1443,1429,1412,1396,1389,1443,1426,1410,1437,1419,1459,1450,1474,1465,1499,1437,1353,1477,1376,1412,1417,1383,1402,1449,1376,1408,1427,1373,1373,1397,1415,1340,1367,1443,1367,1347,1337,1355,1397,1369,1353,1358,1360,1334,1372,1301,1325,1425,1281,1305,1309,1321,1366,1329,1333,1270,1311,1366,1270,1287,1373,1323,1297,1310,1272,1326,1331,1279,1300,1287,1252,1226,1256,1259,1257,1233,1256,1253,1308,1328,1302,1293,1259,1255,1203,1322,1346,1343,1307,1282,1319,1246,1227,1326,1297,1311,1294,1301,1367,1340,1370,1386,1343,1388,1319,1414,1443,1389,1469,1439,1477,1460,1444,1461,1554,1524,1436,1498,1478,1567,1489,1590,1618,1558,1528,1604,1579,1472,1544,1608,1619,1543,1598,1576,1638,1609,1628,1589,1510,1537,1561,1599,1497,1523,1627,1618,1574,1551,1537,1558,1580,1501,1479,1457,1491,1501,1429,1440,1435,1469,1437,1485,1452,1448,1474,1453,1448,1412,1371,1423,1404,1370,1359,1367,1438,1329,1400,1341,1380,1317,1326,1363,1302,1333,1369,1340,1308,1270,1243,1336,1232,1348,1215,1290,1279,1279,1231,1179,1233,1224,1241,1289,1152,1207,1161,1212,1219,1172,1167,1173,1208,1193,1185,1075,1176,1217,1152,1141,1141,1114,1185,1159,1114,1149,1149,1149,1179,1133,1215,1117,1141,1108,1128,1140,1157,1221,1232,1209,1171,1321,1230,1281,1254,1330,1280,1327,1298,1257,1314,1269,1342,1226,1268,1236,1294,1318,1225,1309,1343,1314,1290,1265,1288,1288,1263,1256,1302,1318,1261,1304,1237,1278,1273,1263,1244,1234,1223,1228,1230,1200,1274,1225,1211,1156,1206,1225,1238,1164,1212,1238,1125,1189,1156,1148,1225,1116,1169,1194,1133,1229,1177,1239,1182,1190,1254,1136,1217,1202,1249,1242,1227,1251,1237,1230,1225,1233,1293,1381,1392,1381,1365,1370,1380,1380,1432,1415,1442,1418,1423,1427,1445,1456,1522,1458,1491,1562,1608,1508,1644,1629,1691,1566,1610,1676,1618,1653,1616,1570,1587,1606,1646,1565,1591,1601,1611,1619,1550,1557,1567,1545,1501,1525,1505,1490,1483,1486,1493,1444,1443,1405,1420,1337,1346,1422,1404,1387,1303,1351,1345,1328,1279,1330,1340,1363,1356,1333,1257,1314,1289,1340,1315,1256,1313,1310,1339,1307,1399,1339,1391,1348,1355,1409,1363,1391,1439,1445,1477,1422,1469,1475,1430,1439,1541,1426,1477,1532,1516,1575,1483,1450,1432,1422,1483,1381,1406,1449,1354,1390,1440,1340,1392,1340,1269,1265,1280,1232,1233,1156,1166,1146,1127,1104,1136,991,1035,1006,977,1021,961,955,927,934,925,979,940,924,881,913,912,933,899,904,966,958,988,995,1029,1024,1065,1067,1127,1134,1120,1123,1159,1191,1194,1194,1214,1250,1235,1221,1256,1220,1283,1244,1233,1309,1272,1294,1231,1148,1161,1232,1142,1312,1192,1172,941,5,0
