Title,Lu-177
Elapsed,733
DATA,6337,6591,7112,7620,8005,8306,8651,8548,8783,8942,9351,9977,10732,11654,12914,14260,15176,15199,14832,13854,12438,11194,10528,9953,9665,9607,9281,8989,8736,8632,8722,8767,9552,10245,11385,12888,14726,17485,21415,27525,36872,49443,66168,86403,108058,127079,141843,149131,149596,141513,128406,112759,95736,82333,70138,60868,53359,46745,40298,34922,29437,24588,20475,17151,14753,12927,11777,11273,10806,10444,10647,10476,10679,10782,10853,10521,10582,10383,10287,9961,9940,9654,9641,9983,10364,10318,11048,12188,13856,15623,19232,23372,29678,37513,47756,59792,73343,89017,105158,121698,134937,146329,154251,158593,157466,151141,141959,128683,114521,99492,84025,69073,55584,44510,35338,27955,21994,17716,14177,12196,10323,9270,8488,7799,7532,7138,6893,6603,6414,6258,6163,5999,5867,5753,5607,5553,5513,5301,5272,5210,5267,5198,5255,5252,5200,5407,5428,5644,5703,6111,6333,6836,6919,7323,7773,8203,8424,8991,9482,9842,10078,10435,10686,10857,11235,11654,12313,12760,13541,14840,16378,17899,20365,22822,25611,29367,33410,37506,42376,46769,52197,56887,62121,66467,70089,73680,76498,78347,78951,79039,78727,77003,74457,71687,68448,63979,59887,55214,50917,45910,41303,37106,32770,28791,25410,21935,19186,16743,14641,12808,11437,10364,9406,8690,8163,7785,7463,7327,7151,7431,7595,7563,7862,8137,8634,8997,9561,10594,11024,12009,13260,14423,15812,17343,18833,20532,22397,23753,25763,27384,28556,30354,31079,32367,32966,33373,33942,33646,33148,32834,32036,31038,29746,28502,27034,25817,24071,21987,20596,19467,18125,16458,15132,13781,12850,11866,11176,10426,9814,9366,9055,8718,8757,8744,9200,9483,10011,10556,11653,12607,13704,14962,16513,18307,19894,21775,23743,26184,28310,30484,32588,34888,36420,38197,39952,41107,41815,42399,43248,42943,42595,41713,40523,39151,37792,36030,33357,31498,29445,26564,24570,21967,19924,17699,16045,13774,11856,10481,9014,7622,6515,5471,4522,3817,3303,2644,2274,1877,1631,1383,1211,1070,875,899,814,744,683,708,640,658,663,610,591,638,595,559,682,589,620,627,598,562,614,589,539,574,579,574,572,546,600,514,548,468,479,484,483,486,476,462,445,445,402,394,391,390,392,394,407,406,382,418,403,399,409,377,330,352,389,347,388,363,361,320,337,354,343,377,378,328,348,343,343,349,326,319,337,330,316,292,300,300,276,281,252,246,293,266,229,257,239,236,267,231,227,229,241,225,244,203,190,205,222,193,200,208,179,226,189,174,198,193,181,177,180,177,167,184,158,170,167,151,158,179,169,170,165,155,164,140,154,157,128,128,164,150,139,153,157,143,172,157,159,151,169,180,170,170,173,168,162,186,186,156,157,174,162,169,167,157,137,152,142,155,147,146,122,113,130,120,106,107,113,115,107,98,81,93,82,77,77,64,67,66,79,81,71,71,70,63,74,60,61,63,66,66,69,60,65,69,63,64,67,68,77,61,56,47,65,64,75,57,51,58,65,55,56,67,67,54,55,68,43,49,49,41,50,49,45,49,46,37,49,50,34,45,51,42,39,44,34,41,33,33,37,32,36,26,34,39,28,30,31,42,42,36,34,38,35,29,29,31,46,21,27,29,22,26,24,31,25,26,17,28,27,24,17,18,17,15,13,20,12,9,9,9,7,16,6,9,5,10,8,5,10,8,6,5,6,7,5,7,4,5,5,6,3,6,2,6,7,5,5,4,5,6,5,8,4,7,2,5,3,12,2,0,4,2,5,8,2,5,3,5,8,6,2,2,6,4,4,2,3,4,2,7,3,11,2,3,1,3,7,4,5,2,3,3,2,1,4,1,2,0,5,1,3,2,2,5,7,4,1,3,0,2,3,2,1,2,3,2,1,5,7,2,3,5,2,6,4,1,4,2,4,3,4,3,0,2,3,2,3,4,2,4,10,3,3,5,2,1,1,3,1,4,1,4,2,1,3,1,1,5,7,4,3,4,1,1,2,1,5,6,5,7,3,5,0,5,1,2,5,1,1,3,3,4,2,2,2,1,2,2,6,4,3,1,3,1,2,3,3,3,4,2,3,3,1,2,0,4,4,0,1,3,1,0,4,5,2,5,3,3,3,5,4,1,1,0,5,5,3,3,1,4,5,3,2,1,5,1,2,1,5,2,1,1,1,2,4,3,1,1,1,2,2,2,0,1,3,8,2,1,5,1,3,2,1,5,2,1,3,4,3,2,1,3,4,5,4,3,3,2,1,0,1,2,3,4,2,3,4,3,5,4,2,3,2,3,2,2,4,1,0,0,4,3,1,1,0,1,5,4,2,3,5,3,3,4,3,0,3,0,2,3,1,2,2,1,0,3,2,2,2,2,1,1,4,2,1,5,2,1,1,2,1,2,2,1,3,2,1,1,2,5,0,2,0,1,0,1,2,2,0,0,1,4,2,3,3,1,3,1,1,5,3,2,1,1,3,4,2,1,5,2,4,4,1,3,2,2,2,5,1,2,0,1,3,2,3,3,0,0,1,3,2,0,1,5,3,0,0,4,1,1,0,3,2,2,5,4,3,2,1,2,2,3,1,2,2,2,0,0
